meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,cb_iterations,cb_depth,cb_learning_rate,target_pos_ratio,threshold,n_splits,n_repeats,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both,phase
catboost,1:9,0.0,0,,0,350,5,0.05,0.35,0.1620610883622926,3,1,28,43,6,114,0.8235294117647058,0.7261146496815286,115.0,5.142857142857143,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,450,6,0.05,0.4,0.15512706317124916,3,1,28,43,6,114,0.8235294117647058,0.7261146496815286,115.0,5.142857142857143,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,350,6,0.05,0.4,0.15189083019829644,3,1,28,43,6,114,0.8235294117647058,0.7261146496815286,115.0,5.142857142857143,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,500,5,0.03,0.35,0.1278364642395625,3,1,28,43,6,114,0.8235294117647058,0.7261146496815286,115.0,5.142857142857143,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,350,5,0.05,0.35,0.10589810326074404,3,1,28,43,6,114,0.8235294117647058,0.7261146496815286,115.0,5.142857142857143,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,500,5,0.05,0.3,0.10410802856539879,3,1,28,43,6,114,0.8235294117647058,0.7261146496815286,115.0,5.142857142857143,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,350,5,0.03,0.4,0.19276792697099163,3,1,29,44,5,113,0.8529411764705882,0.7197452229299363,104.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,500,6,0.03,0.35,0.22871684094143582,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,400,5,0.03,0.3,0.1788735147624395,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,400,5,0.03,0.3,0.1678316246472149,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,350,6,0.03,0.4,0.1659587820959856,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,350,5,0.05,0.35,0.1650054645961945,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,400,5,0.05,0.35,0.1491061760164707,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,500,6,0.03,0.3,0.14459404639164458,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,500,6,0.05,0.4,0.1426351722255442,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,450,6,0.03,0.3,0.12409028643041484,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,500,6,0.03,0.3,0.11355721042345898,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,450,6,0.05,0.3,0.08616862833095802,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,500,6,0.05,0.3,0.08114878736792859,3,1,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,450,5,0.03,0.3,0.14004404733268128,3,1,29,45,5,112,0.8529411764705882,0.7133757961783439,105.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,500,5,0.03,0.3,0.12635835960316863,3,1,29,45,5,112,0.8529411764705882,0.7133757961783439,105.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,350,5,0.03,0.3,0.19475609221758816,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,400,6,0.03,0.3,0.19223128053508606,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,350,5,0.03,0.35,0.165153162354752,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,350,6,0.03,0.3,0.15379449678754986,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,400,5,0.05,0.35,0.13999538939735473,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,450,5,0.03,0.35,0.1382498999489093,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,350,5,0.05,0.3,0.13626823281807499,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,450,5,0.05,0.35,0.13303943132195,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,500,5,0.05,0.35,0.11571413962710532,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,400,6,0.05,0.3,0.09660823518283297,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,450,6,0.05,0.3,0.09032522420972879,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,500,6,0.05,0.3,0.07653281121017393,3,1,28,45,6,112,0.8235294117647058,0.7133757961783439,117.0,5.428571428571429,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,350,6,0.03,0.4,0.24881356937658322,3,1,29,46,5,111,0.8529411764705882,0.7070063694267515,106.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,450,5,0.05,0.35,0.11666713893659834,3,1,29,46,5,111,0.8529411764705882,0.7070063694267515,106.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,500,5,0.05,0.35,0.10530984063640014,3,1,29,46,5,111,0.8529411764705882,0.7070063694267515,106.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,350,6,0.03,0.4,0.2828945913323692,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,350,6,0.03,0.3,0.20611908900747394,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,450,6,0.03,0.3,0.14453142000660119,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,400,5,0.03,0.3,0.13885267535002097,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,400,6,0.03,0.3,0.1309040557791565,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,400,5,0.05,0.3,0.12204435693423367,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,450,5,0.05,0.3,0.10911935326566075,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,350,6,0.05,0.3,0.10695708923040044,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,350,5,0.05,0.3,0.10252799101267501,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,400,5,0.05,0.3,0.08939398438419342,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,450,5,0.05,0.3,0.08361053906897348,3,1,28,46,6,111,0.8235294117647058,0.7070063694267515,118.0,5.571428571428571,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,400,6,0.03,0.4,0.21180153648897643,3,1,29,47,5,110,0.8529411764705882,0.7006369426751592,107.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,350,6,0.05,0.3,0.08867849131718347,3,1,29,47,5,110,0.8529411764705882,0.7006369426751592,107.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,400,6,0.05,0.3,0.08336993319806256,3,1,29,47,5,110,0.8529411764705882,0.7006369426751592,107.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,400,5,0.03,0.35,0.15565775831686038,3,1,28,47,6,110,0.8235294117647058,0.7006369426751592,119.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,400,6,0.03,0.3,0.14932580681978253,3,1,28,47,6,110,0.8235294117647058,0.7006369426751592,119.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,400,6,0.03,0.4,0.14485407484158974,3,1,28,47,6,110,0.8235294117647058,0.7006369426751592,119.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,500,5,0.03,0.35,0.12638801307987085,3,1,28,47,6,110,0.8235294117647058,0.7006369426751592,119.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,500,5,0.05,0.3,0.07660540763211497,3,1,28,47,6,110,0.8235294117647058,0.7006369426751592,119.0,5.714285714285714,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,450,6,0.03,0.4,0.18831701616042923,3,1,30,48,4,109,0.8823529411764706,0.6942675159235668,96.0,5.857142857142857,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,500,6,0.03,0.4,0.18219484898259564,3,1,28,48,6,109,0.8235294117647058,0.6942675159235668,120.0,5.857142857142857,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,450,5,0.03,0.3,0.10982541751073131,3,1,28,48,6,109,0.8235294117647058,0.6942675159235668,120.0,5.857142857142857,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,350,5,0.05,0.3,0.08776968804799568,3,1,28,48,6,109,0.8235294117647058,0.6942675159235668,120.0,5.857142857142857,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,450,5,0.05,0.3,0.06901108195202593,3,1,28,48,6,109,0.8235294117647058,0.6942675159235668,120.0,5.857142857142857,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,500,5,0.05,0.35,0.07490277005361434,3,1,29,49,5,108,0.8529411764705882,0.6878980891719745,109.0,6.0,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,400,5,0.05,0.3,0.0720714678775923,3,1,29,49,5,108,0.8529411764705882,0.6878980891719745,109.0,6.0,0,False,False,True,False,coarse
catboost,1:7,0.0,0,,0,500,5,0.03,0.3,0.09699521264540548,3,1,28,49,6,108,0.8235294117647058,0.6878980891719745,121.0,6.0,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,500,6,0.05,0.3,0.09567734894304393,3,1,28,49,6,108,0.8235294117647058,0.6878980891719745,121.0,6.0,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,500,6,0.05,0.35,0.09545624562703664,3,1,28,49,6,108,0.8235294117647058,0.6878980891719745,121.0,6.0,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,400,5,0.05,0.35,0.09260924665453775,3,1,28,49,6,108,0.8235294117647058,0.6878980891719745,121.0,6.0,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,450,5,0.05,0.35,0.08539888093132976,3,1,28,49,6,108,0.8235294117647058,0.6878980891719745,121.0,6.0,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,500,5,0.05,0.3,0.057961243530755685,3,1,29,50,5,107,0.8529411764705882,0.6815286624203821,110.0,6.142857142857143,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,450,6,0.05,0.3,0.09887735828041774,3,1,28,50,6,107,0.8235294117647058,0.6815286624203821,122.0,6.142857142857143,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,350,5,0.05,0.35,0.09746992393491138,3,1,28,50,6,107,0.8235294117647058,0.6815286624203821,122.0,6.142857142857143,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,450,5,0.03,0.3,0.13456433852906874,3,1,28,51,6,106,0.8235294117647058,0.6751592356687898,123.0,6.285714285714286,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,400,6,0.05,0.3,0.11114525108340008,3,1,28,51,6,106,0.8235294117647058,0.6751592356687898,123.0,6.285714285714286,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,400,5,0.05,0.4,0.10906660513040398,3,1,28,51,6,106,0.8235294117647058,0.6751592356687898,123.0,6.285714285714286,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,350,6,0.03,0.3,0.1456143305643891,3,1,29,52,5,105,0.8529411764705882,0.6687898089171974,112.0,6.428571428571429,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,350,5,0.03,0.3,0.17483432866951815,3,1,28,52,6,105,0.8235294117647058,0.6687898089171974,124.0,6.428571428571429,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,400,5,0.03,0.3,0.144680554953141,3,1,28,52,6,105,0.8235294117647058,0.6687898089171974,124.0,6.428571428571429,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,500,5,0.03,0.3,0.12401353904947081,3,1,28,52,6,105,0.8235294117647058,0.6687898089171974,124.0,6.428571428571429,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,450,5,0.05,0.4,0.10206551249983277,3,1,28,52,6,105,0.8235294117647058,0.6687898089171974,124.0,6.428571428571429,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,350,5,0.05,0.4,0.11254627354917841,3,1,29,53,5,104,0.8529411764705882,0.6624203821656051,113.0,6.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,350,6,0.05,0.3,0.11919202979114668,3,1,28,53,6,104,0.8235294117647058,0.6624203821656051,125.0,6.571428571428571,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,500,6,0.03,0.35,0.10091275946265271,3,1,28,53,6,104,0.8235294117647058,0.6624203821656051,125.0,6.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,400,6,0.05,0.35,0.0993921897612575,3,1,28,53,6,104,0.8235294117647058,0.6624203821656051,125.0,6.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,450,6,0.05,0.35,0.09748895413196473,3,1,28,53,6,104,0.8235294117647058,0.6624203821656051,125.0,6.571428571428571,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,500,5,0.05,0.4,0.09368812809180438,3,1,28,53,6,104,0.8235294117647058,0.6624203821656051,125.0,6.571428571428571,0,False,False,True,False,coarse
catboost,1:10,0.0,0,,0,350,6,0.05,0.35,0.09819686143573682,3,1,29,55,5,102,0.8529411764705882,0.6496815286624203,115.0,6.857142857142857,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,350,6,0.03,0.35,0.1421743004709524,3,1,28,56,6,101,0.8235294117647058,0.643312101910828,128.0,7.0,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,400,6,0.03,0.35,0.11374712826119705,3,1,28,56,6,101,0.8235294117647058,0.643312101910828,128.0,7.0,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,500,6,0.03,0.35,0.08296231419731558,3,1,29,57,5,100,0.8529411764705882,0.6369426751592356,117.0,7.142857142857143,0,False,False,True,False,coarse
catboost,1:9,0.0,0,,0,450,6,0.03,0.35,0.09881410636909713,3,1,28,57,6,100,0.8235294117647058,0.6369426751592356,129.0,7.142857142857143,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,450,6,0.03,0.35,0.10391237847110031,3,1,28,58,6,99,0.8235294117647058,0.6305732484076433,130.0,7.285714285714286,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,350,6,0.03,0.35,0.12077136326660785,3,1,29,60,5,97,0.8529411764705882,0.6178343949044586,120.0,7.571428571428571,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,400,6,0.03,0.35,0.1091471926026916,3,1,28,60,6,97,0.8235294117647058,0.6178343949044586,132.0,7.571428571428571,0,False,False,True,False,coarse
catboost,1:8,0.0,0,,0,400,6,0.05,0.35,0.23013558867983935,5,5,28,28,6,129,0.8235294117647058,0.821656050955414,100.0,5.0,0,False,False,True,False,full
catboost,1:8,0.0,0,,0,350,6,0.05,0.35,0.23331404565679942,5,5,28,29,6,128,0.8235294117647058,0.8152866242038217,101.0,5.0,0,False,False,True,False,full
catboost,1:7,0.0,0,,0,500,6,0.05,0.4,0.16873778071810816,5,5,28,38,6,119,0.8235294117647058,0.7579617834394905,110.0,5.0,0,False,False,True,False,full
catboost,1:7,0.0,0,,0,400,6,0.05,0.4,0.17776159271375364,5,5,28,39,6,118,0.8235294117647058,0.7515923566878981,111.0,5.0,0,False,False,True,False,full
catboost,1:7,0.0,0,,0,450,6,0.05,0.4,0.1709546390597348,5,5,28,39,6,118,0.8235294117647058,0.7515923566878981,111.0,5.0,0,False,False,True,False,full
catboost,1:7,0.0,0,,0,350,6,0.05,0.4,0.18635944765129805,5,5,28,40,6,117,0.8235294117647058,0.7452229299363057,112.0,5.0,0,False,False,True,False,full
